TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2016,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.03,
2016,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),752.32,
2016,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),11.77,
2016,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),8.45,
2016,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),12.99,
2016,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),998.10,
2016,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),26.20,
2016,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.24,
2016,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.13,
2016,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 004.68,
2016,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),55.34,
2016,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),17.70,
2016,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.22,
2016,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.00,
2016,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2016,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.35,
2016,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,
2016,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),285.10,
2016,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2016,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2016,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.01,
2016,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),144.10,
2016,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),5.99,
2016,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),16.02,
2016,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.41,
2016,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 128.00,
2016,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),228.00,
2016,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),109.10,
2016,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),25.70,
2016,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.37,p
2016,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2016,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.24,p
2016,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.89,p
2016,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),167.68,
2016,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.48,
2016,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),35.69,
2016,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),37.87,
2016,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),148.00,
2016,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.70,
2016,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2016,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),71.40,
2016,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 758.00,
2016,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.60,
2016,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),69.22,
2016,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),185.11,
2016,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),11 465.00,
2016,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),715.00,
2016,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),847.00,
2016,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3 314.00,
2016,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),313.59,e
2016,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),8.48,e
2016,Bosnia and Herzegovina,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),31.24,e
2016,Bosnia and Herzegovina,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Bosnia and Herzegovina,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2016,Kosovo,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),134.60,
2016,Kosovo,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.40,
2016,Kosovo,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),6.80,
2016,Kosovo,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Kosovo,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),8.60,
2017,European Union - 27 countries (from 2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),52 438.59,
2017,European Union - 27 countries (from 2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 350.50,
2017,European Union - 27 countries (from 2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 008.34,
2017,European Union - 27 countries (from 2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,European Union - 27 countries (from 2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 439.27,
2017,European Union - 28 countries (2013-2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),55 619.59,
2017,European Union - 28 countries (2013-2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 583.50,
2017,European Union - 28 countries (2013-2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 122.74,
2017,European Union - 28 countries (2013-2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,European Union - 28 countries (2013-2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 466.00,
2017,Belgium,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),305.44,
2017,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.42,
2017,Belgium,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),64.29,
2017,Belgium,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Belgium,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),18.35,
2017,Bulgaria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 729.27,
2017,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),84.91,
2017,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),28.05,
2017,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),71.00,
2017,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 354.68,
2017,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),42.86,
2017,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.24,
2017,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),30.26,
2017,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 442.70,
2017,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),20.60,
2017,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),11.32,
2017,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.15,
2017,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 276.20,
2017,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),178.10,
2017,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),124.96,
2017,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),159.45,
2017,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),330.68,
2017,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),65.56,
2017,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.35,
2017,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.86,
2017,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),271.68,
2017,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.72,
2017,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.28,
2017,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.76,
2017,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),839.17,
2017,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),127.12,
2017,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),82.70,
2017,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1 225.38,
2017,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 015.23,
2017,Spain,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),521.39,
2017,Spain,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),380.08,
2017,Spain,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Spain,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4 830.00,
2017,France,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),9 339.87,
2017,France,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),358.65,
2017,France,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),259.14,
2017,France,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,France,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),931.77,
2017,Croatia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),461.48,
2017,Croatia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2.58,
2017,Croatia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),9.42,
2017,Croatia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Croatia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),68.70,
2017,Italy,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 140.58,
2017,Italy,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),99.51,
2017,Italy,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),392.50,
2017,Italy,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Italy,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2 369.76,
2017,Cyprus,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),20.22,
2017,Cyprus,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.40,
2017,Cyprus,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.79,
2017,Cyprus,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Cyprus,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),25.42,
2017,Latvia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),633.40,
2017,Latvia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),48.20,
2017,Latvia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.40,
2017,Latvia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Latvia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),5.50,
2017,Lithuania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 199.51,
2017,Lithuania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),236.22,
2017,Lithuania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.13,
2017,Lithuania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Lithuania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.57,
2017,Luxembourg,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),27.96,
2017,Luxembourg,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.62,
2017,Luxembourg,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.13,
2017,Luxembourg,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Luxembourg,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.61,
2017,Hungary,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2 403.18,
2017,Hungary,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),19.90,
2017,Hungary,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),94.11,
2017,Hungary,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Hungary,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),149.22,
2017,Malta,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),0.00,
2017,Malta,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,
2017,Malta,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.00,n
2017,Malta,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Malta,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.26,
2017,Netherlands,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),162.88,
2017,Netherlands,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.06,
2017,Netherlands,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),92.50,
2017,Netherlands,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Netherlands,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),19.40,
2017,Austria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),776.18,
2017,Austria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),22.86,
2017,Austria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),17.78,
2017,Austria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Austria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),59.18,
2017,Poland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),7 602.00,
2017,Poland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),272.38,
2017,Poland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),191.98,
2017,Poland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Poland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),324.12,
2017,Portugal,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),237.24,
2017,Portugal,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),19.06,
2017,Portugal,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),53.88,
2017,Portugal,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Portugal,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),767.71,
2017,Romania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),5 195.50,
2017,Romania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),120.21,
2017,Romania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),138.56,
2017,Romania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Romania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),314.87,
2017,Slovenia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),98.46,
2017,Slovenia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),1.31,
2017,Slovenia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),5.43,
2017,Slovenia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Slovenia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.10,
2017,Slovakia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),717.47,
2017,Slovakia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),12.48,
2017,Slovakia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),6.24,
2017,Slovakia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Slovakia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),12.59,
2017,Finland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),864.53,
2017,Finland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),20.30,
2017,Finland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),12.28,
2017,Finland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Finland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.23,
2017,Sweden,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),993.10,
2017,Sweden,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),55.10,
2017,Sweden,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.79,
2017,Sweden,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Sweden,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.05,
2017,Iceland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.00,
2017,Iceland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2017,Iceland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),0.05,
2017,Iceland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Iceland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.00,
2017,Norway,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),285.90,
2017,Norway,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),,
2017,Norway,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2017,Norway,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Norway,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),2.98,
2017,Switzerland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),143.32,
2017,Switzerland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),6.08,
2017,Switzerland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),13.69,
2017,Switzerland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Switzerland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),21.16,
2017,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 181.00,
2017,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),233.00,
2017,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),114.40,
2017,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),26.73,
2017,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.42,p
2017,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2017,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.25,p
2017,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),4.02,p
2017,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),160.78,
2017,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.18,
2017,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),35.86,
2017,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),40.25,
2017,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),,
2017,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.00,
2017,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),,
2017,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2017,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 709.90,
2017,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),14.50,
2017,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),72.72,
2017,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),196.25,
2017,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),11 108.00,
2017,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),791.00,
2017,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),840.00,
2017,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3 177.31,
2017,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),313.98,e
2017,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),8.81,e
2017,Bosnia and Herzegovina,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),27.71,e
2017,Bosnia and Herzegovina,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Bosnia and Herzegovina,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2017,Kosovo,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),120.70,
2017,Kosovo,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.60,
2017,Kosovo,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),7.00,
2017,Kosovo,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2017,Kosovo,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),9.40,
2018,European Union - 27 countries (from 2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),52 331.22,
